Local time,Open,High,Low,Close,Volume
24.08.2018 09:00:00.000 GMT-0400,115.363,115.363,114.572,114.902,57.2872
24.08.2018 13:00:00.000 GMT-0400,114.902,114.923,114.473,114.693,32.773300000000006
27.08.2018 09:00:00.000 GMT-0400,115.363,117.283,115.212,117.112,62.5588
27.08.2018 13:00:00.000 GMT-0400,117.102,117.113,116.572,116.722,34.0865
28.08.2018 09:00:00.000 GMT-0400,117.313,117.313,116.232,116.373,53.6445
28.08.2018 13:00:00.000 GMT-0400,116.372,116.583,115.982,116.173,35.894800000000004
29.08.2018 09:00:00.000 GMT-0400,116.373,116.382,115.372,115.842,55.611399999999996
29.08.2018 13:00:00.000 GMT-0400,115.842,116.093,115.672,115.803,30.787399999999998
30.08.2018 09:00:00.000 GMT-0400,115.752,116.053,115.362,115.442,56.5738
30.08.2018 13:00:00.000 GMT-0400,115.443,115.612,114.993,115.193,58.7828
31.08.2018 09:00:00.000 GMT-0400,114.752,114.763,113.833,114.272,54.5839
31.08.2018 13:00:00.000 GMT-0400,114.272,114.633,114.112,114.522,39.1898
04.09.2018 09:00:00.000 GMT-0400,113.862,114.723,113.852,114.712,48.1477
04.09.2018 13:00:00.000 GMT-0400,114.712,115.263,114.683,115.162,38.2513
05.09.2018 09:00:00.000 GMT-0400,115.252,115.723,114.602,114.612,64.6208
05.09.2018 13:00:00.000 GMT-0400,114.612,114.763,114.272,114.583,37.4266
06.09.2018 09:00:00.000 GMT-0400,115.012,115.013,113.622,113.622,81.62980000000002
06.09.2018 13:00:00.000 GMT-0400,113.623,114.163,113.522,114.112,48.292300000000004
07.09.2018 09:00:00.000 GMT-0400,114.512,114.783,113.642,113.913,71.8723
07.09.2018 13:00:00.000 GMT-0400,113.912,114.643,113.832,114.343,43.353
10.09.2018 09:00:00.000 GMT-0400,114.943,114.962,113.992,114.032,56.486799999999995
10.09.2018 13:00:00.000 GMT-0400,114.033,114.033,113.682,113.723,30.0024
11.09.2018 09:00:00.000 GMT-0400,114.102,114.593,113.202,114.583,51.51220000000001
11.09.2018 13:00:00.000 GMT-0400,114.582,114.593,114.252,114.432,30.1303
12.09.2018 09:00:00.000 GMT-0400,114.992,114.992,113.292,113.333,70.8738
12.09.2018 13:00:00.000 GMT-0400,113.332,113.403,112.872,113.073,35.460300000000004
13.09.2018 09:00:00.000 GMT-0400,113.603,114.153,112.692,113.063,54.640600000000006
13.09.2018 13:00:00.000 GMT-0400,113.062,113.933,112.892,113.562,38.8786
14.09.2018 09:00:00.000 GMT-0400,113.953,114.513,113.242,113.442,63.6708
14.09.2018 13:00:00.000 GMT-0400,113.443,113.613,113.282,113.522,30.2498
